date,time_UTC,lat,lon,Dive
20160814,13:17:53.5219,41.737808,-65.603387,20160814_03
20160814,13:18:33.4860,41.737565,-65.601108,20160814_03
20160814,13:19:13.4850,41.737357,-65.598818,20160814_03
20160814,13:19:53.5260,41.737125,-65.59651,20160814_03
20160814,13:20:33.4899,41.736952,-65.594175,20160814_03
20160814,13:21:13.4889,41.736757,-65.591853,20160814_03
20160814,13:21:53.5289,41.73653,-65.58953,20160814_03
20160814,13:22:33.4950,41.736322,-65.58722,20160814_03
20160814,13:23:13.4920,41.736128,-65.584922,20160814_03
20160814,13:23:53.5340,41.735938,-65.582648,20160814_03
20160814,13:24:33.4990,41.735733,-65.580395,20160814_03
20160814,13:25:13.4960,41.735563,-65.578145,20160814_03
20160814,13:25:53.5369,41.735345,-65.575927,20160814_03
20160814,13:26:33.5040,41.735173,-65.573665,20160814_03
20160814,13:27:13.5000,41.734995,-65.571408,20160814_03
20160814,13:27:22.5660,41.734938,-65.570903,20160814_03
20160814,13:28:02.5180,41.734725,-65.568658,20160814_03
20160814,13:28:42.5689,41.734512,-65.566405,20160814_03
20160814,13:29:22.5700,41.734303,-65.564147,20160814_03
20160814,13:30:02.5209,41.734135,-65.561855,20160814_03
20160814,13:30:42.5720,41.733915,-65.559587,20160814_03
20160814,13:31:22.5740,41.73374,-65.557318,20160814_03
20160814,13:32:02.5260,41.733552,-65.555043,20160814_03
20160814,13:32:42.5769,41.733327,-65.552773,20160814_03
20160814,13:33:22.5779,41.7331,-65.550497,20160814_03
20160814,13:34:02.5310,41.73289,-65.548222,20160814_03
20160814,13:34:42.5809,41.73269,-65.545965,20160814_03
20160814,13:35:22.5830,41.732455,-65.543708,20160814_03
20160814,13:36:02.5840,41.732235,-65.541437,20160814_03
20160814,13:36:42.5849,41.732067,-65.539162,20160814_03
20160814,13:37:22.5869,41.731893,-65.536908,20160814_03
20160814,13:38:02.5389,41.73169,-65.53468,20160814_03
20160814,13:38:42.5900,41.731515,-65.532435,20160814_03
20160814,13:39:22.5419,41.731348,-65.5302,20160814_03
20160814,13:40:02.5929,41.73119,-65.527957,20160814_03
20160814,13:40:42.5939,41.730993,-65.525703,20160814_03
20160814,13:41:22.5960,41.730785,-65.523462,20160814_03
20160814,13:42:02.5479,41.730605,-65.521207,20160814_03
20160814,13:42:42.5990,41.730408,-65.51892,20160814_03
20160814,13:43:22.6000,41.730217,-65.516577,20160814_03
20160814,13:44:02.6020,41.72999,-65.51423,20160814_03
20160814,13:44:42.6030,41.729808,-65.511857,20160814_03
20160814,14:54:27.7289,41.703988,-65.260197,20160814_09
20160814,14:55:07.7699,41.70379,-65.257705,20160814_09
20160814,14:55:47.7319,41.703548,-65.255268,20160814_09
20160814,14:56:27.7319,41.703313,-65.252837,20160814_09
20160814,14:57:07.7719,41.70309,-65.250387,20160814_09
20160814,14:57:47.7379,41.702913,-65.247913,20160814_09
20160814,14:58:27.7750,41.702688,-65.245458,20160814_09
20160814,14:58:36.6129,41.702633,-65.244902,20160814_09
20160814,14:59:16.6149,41.70242,-65.242432,20160814_09
20160814,14:59:56.6649,41.702237,-65.239967,20160814_09
20160814,15:00:36.6169,41.702037,-65.237503,20160814_09
20160814,15:01:16.6179,41.70184,-65.235053,20160814_09
20160814,15:01:56.6690,41.701645,-65.232595,20160814_09
20160814,15:02:36.6209,41.701393,-65.23012,20160814_09
20160814,15:03:16.6230,41.701153,-65.227612,20160814_09
20160814,15:03:56.6729,41.700938,-65.225097,20160814_09
20160814,15:04:36.6249,41.700683,-65.2226,20160814_09
20160814,15:05:16.6269,41.70044,-65.220103,20160814_09
20160814,15:05:56.6780,41.700157,-65.217615,20160814_09
20160814,15:06:36.6300,41.699878,-65.21516,20160814_09
20160814,19:10:06.9050,42.031738,-65.151852,20160814_44
20160814,19:10:46.9549,42.033207,-65.152095,20160814_44
20160814,19:11:26.9089,42.03468,-65.152347,20160814_44
20160814,19:12:06.9089,42.036142,-65.152622,20160814_44
20160814,19:12:46.8600,42.03761,-65.152933,20160814_44
20160814,19:13:26.9120,42.039108,-65.153225,20160814_44
20160814,19:14:06.8630,42.04062,-65.153542,20160814_44
20160814,19:14:46.9149,42.042127,-65.153872,20160814_44
20160814,19:15:26.9169,42.043655,-65.154205,20160814_44
20160814,19:16:06.9169,42.045188,-65.154533,20160814_44
20160814,19:16:46.8680,42.046737,-65.154883,20160814_44
20160814,19:17:26.9209,42.048298,-65.155258,20160814_44
20160814,19:18:06.9219,42.04988,-65.155625,20160814_44
20160814,19:18:46.8729,42.051463,-65.156018,20160814_44
20160814,19:19:26.9250,42.053053,-65.156383,20160814_44
20160814,19:20:06.9260,42.054625,-65.156755,20160814_44
20160814,19:20:46.8769,42.056208,-65.157118,20160814_44
20160814,19:21:26.9289,42.0578,-65.157485,20160814_44
20160814,19:22:06.9310,42.059392,-65.157858,20160814_44
20160814,19:22:46.8819,42.06098,-65.158225,20160814_44
20160814,19:23:26.9340,42.06258,-65.158603,20160814_44
20160814,19:24:06.9350,42.064182,-65.158963,20160814_44
20160814,19:24:46.8860,42.065777,-65.159347,20160814_44
20160814,19:25:26.9380,42.067363,-65.159747,20160814_44
20160814,19:26:06.9390,42.068935,-65.160128,20160814_44
20160814,19:26:46.8899,42.070503,-65.160515,20160814_44
